CustomerID,Recency,Frequency,MonetaryValue,Cluster,Segment
12476.0,16,233,6816.42,1,Champions
12477.0,23,300,13219.74,1,Champions
12478.0,4,36,680.99,0,New/Recent Customers
12479.0,11,31,527.2,0,New/Recent Customers
12480.0,28,154,3281.63,1,Champions
12481.0,23,217,5596.32,1,Champions
12483.0,17,75,2484.98,1,Champions
12484.0,33,346,4541.72,1,Champions
12488.0,10,55,1298.66,0,New/Recent Customers
12489.0,336,15,334.93,2,Hibernating
12490.0,5,245,5417.93,1,Champions
12491.0,39,26,460.40000000000003,0,New/Recent Customers
12492.0,63,20,263.21000000000004,2,Hibernating
12493.0,166,22,433.74,2,Hibernating
12494.0,16,77,1246.1000000000001,0,New/Recent Customers
12497.0,82,14,1043.1,3,Loyal Customers
12498.0,21,23,403.70000000000005,0,New/Recent Customers
12500.0,23,61,4257.82,1,Champions
12501.0,337,149,2169.39,3,Loyal Customers
12502.0,96,147,3723.87,3,Loyal Customers
12504.0,18,9,482.04999999999995,0,New/Recent Customers
12506.0,233,23,73.5,2,Hibernating
12507.0,134,22,1304.81,3,Loyal Customers
12508.0,26,69,398.27,0,New/Recent Customers
12509.0,284,7,176.5,2,Hibernating
12510.0,143,33,982.5699999999999,3,Loyal Customers
12512.0,66,34,138.03,2,Hibernating
12513.0,113,35,612.29,3,Loyal Customers
12514.0,267,51,1017.68,3,Loyal Customers
12515.0,353,16,383.7,2,Hibernating
12516.0,78,26,1312.06,3,Loyal Customers
12517.0,28,284,2502.84,1,Champions
12518.0,1,124,2056.89,1,Champions
12519.0,64,18,340.84,2,Hibernating
12520.0,79,152,2634.26,3,Loyal Customers
12521.0,143,38,599.68,3,Loyal Customers
12522.0,39,12,192.72,2,Hibernating
12523.0,19,106,1789.77,1,Champions
12524.0,9,144,4485.72,1,Champions
12526.0,1,71,1316.66,1,Champions
12527.0,82,18,348.71000000000004,2,Hibernating
12528.0,9,92,1933.48,1,Champions
12530.0,60,66,1662.28,3,Loyal Customers
12531.0,15,17,125.22,0,New/Recent Customers
12532.0,30,16,349.83000000000004,0,New/Recent Customers
12534.0,131,63,1089.18,3,Loyal Customers
12535.0,92,34,716.35,3,Loyal Customers
12536.0,43,261,12601.830000000002,1,Champions
12538.0,29,21,363.95,0,New/Recent Customers
12539.0,22,273,5568.35,1,Champions
12540.0,20,478,13400.24,1,Champions
12541.0,30,52,981.18,3,Loyal Customers
12544.0,36,19,372.7,0,New/Recent Customers
12545.0,75,50,1000.39,3,Loyal Customers
12546.0,47,69,1161.5,3,Loyal Customers
12547.0,198,8,207.79999999999998,2,Hibernating
12548.0,166,5,95.19999999999999,2,Hibernating
12550.0,79,57,964.83,3,Loyal Customers
12551.0,358,10,168.0,2,Hibernating
12552.0,39,20,437.82,0,New/Recent Customers
12553.0,8,191,3692.28,1,Champions
12556.0,50,121,603.71,3,Loyal Customers
12557.0,16,33,11990.960000000001,1,Champions
12558.0,8,11,269.96,0,New/Recent Customers
12559.0,311,21,561.71,2,Hibernating
12560.0,5,105,2134.01,1,Champions
12561.0,303,16,238.85,2,Hibernating
12562.0,8,168,3781.7400000000002,1,Champions
12564.0,261,21,456.9,2,Hibernating
12565.0,289,9,145.92,2,Hibernating
12566.0,86,19,351.65,2,Hibernating
12567.0,23,446,9401.28,1,Champions
12569.0,2,188,4124.69,1,Champions
12571.0,40,34,519.61,0,New/Recent Customers
12572.0,9,60,1020.42,0,New/Recent Customers
12573.0,227,28,160.54000000000002,2,Hibernating
12574.0,316,11,218.45,2,Hibernating
12576.0,36,88,1315.83,3,Loyal Customers
12577.0,35,147,657.8,3,Loyal Customers
12578.0,21,114,2794.51,1,Champions
12579.0,78,29,440.42,3,Loyal Customers
12580.0,247,24,415.7,2,Hibernating
12581.0,40,15,197.71,2,Hibernating
12582.0,239,22,511.36,2,Hibernating
12583.0,3,247,7281.38,1,Champions
12584.0,4,96,2338.15,1,Champions
12585.0,234,87,2040.1,3,Loyal Customers
12586.0,17,11,196.94000000000003,0,New/Recent Customers
12587.0,8,4,144.0,0,New/Recent Customers
12588.0,39,10,214.89999999999998,2,Hibernating
12589.0,29,35,646.68,0,New/Recent Customers
12590.0,211,68,9864.26,3,Loyal Customers
12591.0,317,26,452.84999999999997,2,Hibernating
12592.0,92,18,437.6,2,Hibernating
12593.0,109,21,418.09999999999997,2,Hibernating
12594.0,38,118,3338.2200000000003,3,Loyal Customers
12596.0,51,27,618.27,0,New/Recent Customers
12597.0,19,206,3811.22,1,Champions
12598.0,10,132,3023.08,1,Champions
12599.0,29,62,1032.58,3,Loyal Customers
12600.0,29,64,2599.04,3,Loyal Customers
12601.0,190,28,577.0600000000001,2,Hibernating
12602.0,59,12,153.12,2,Hibernating
12603.0,22,3,739.1999999999999,0,New/Recent Customers
12604.0,79,16,254.18,2,Hibernating
12607.0,60,101,1579.51,3,Loyal Customers
12609.0,78,60,1126.85,3,Loyal Customers
12610.0,23,106,2099.54,1,Champions
12611.0,52,65,1193.32,3,Loyal Customers
12612.0,74,19,704.0400000000001,3,Loyal Customers
12613.0,57,153,3344.38,3,Loyal Customers
12614.0,278,20,315.6,2,Hibernating
12615.0,2,105,2291.19,1,Champions
12616.0,95,32,713.3,3,Loyal Customers
12617.0,29,42,355.53,0,New/Recent Customers
12618.0,22,11,177.31,0,New/Recent Customers
12619.0,16,90,3641.24,1,Champions
12620.0,15,92,1339.41,1,Champions
12621.0,2,467,13689.67,1,Champions
12622.0,232,11,180.1,2,Hibernating
12623.0,276,18,305.1,2,Hibernating
12624.0,106,38,641.13,3,Loyal Customers
12625.0,212,86,2683.82,3,Loyal Customers
12626.0,23,294,6620.48,1,Champions
12627.0,11,230,4478.53,1,Champions
12628.0,4,41,786.46,0,New/Recent Customers
12630.0,10,64,1270.88,0,New/Recent Customers
12631.0,57,31,640.5,3,Loyal Customers
12633.0,59,101,2163.98,3,Loyal Customers
12635.0,90,101,1689.18,3,Loyal Customers
12637.0,67,390,6021.9,1,Champions
12638.0,33,39,671.69,0,New/Recent Customers
12639.0,239,22,486.1,2,Hibernating
12640.0,24,53,1174.58,3,Loyal Customers
12641.0,115,10,185.9,2,Hibernating
12642.0,25,47,1013.26,0,New/Recent Customers
12643.0,128,24,3344.64,3,Loyal Customers
12644.0,130,31,477.91,2,Hibernating
12645.0,34,73,1775.18,3,Loyal Customers
12646.0,5,45,1346.97,0,New/Recent Customers
12647.0,22,122,3722.82,1,Champions
12648.0,155,21,318.05,2,Hibernating
12649.0,107,31,623.51,3,Loyal Customers
12650.0,3,20,314.44,0,New/Recent Customers
12651.0,335,9,114.0,2,Hibernating
12652.0,331,48,919.98,3,Loyal Customers
12653.0,149,43,2209.85,3,Loyal Customers
12654.0,11,38,601.98,0,New/Recent Customers
12656.0,17,126,4051.17,1,Champions
12657.0,11,47,1643.18,0,New/Recent Customers
12658.0,19,36,686.05,0,New/Recent Customers
12659.0,30,5,91.68,2,Hibernating
12660.0,11,13,245.1,0,New/Recent Customers
12662.0,1,230,3849.78,1,Champions
12664.0,8,37,4881.88,1,Champions
12665.0,325,3,63.0,2,Hibernating
12667.0,58,33,620.13,3,Loyal Customers
12668.0,12,161,3807.15,1,Champions
12669.0,151,101,2744.0299999999997,3,Loyal Customers
12670.0,10,92,2996.05,1,Champions
12672.0,330,10,225.89999999999998,2,Hibernating
12673.0,5,42,610.52,0,New/Recent Customers
12674.0,39,83,1970.6,3,Loyal Customers
12676.0,25,45,1331.39,3,Loyal Customers
12678.0,42,165,17628.46,1,Champions
12679.0,59,48,1113.02,3,Loyal Customers
12680.0,1,52,862.81,0,New/Recent Customers
12681.0,15,638,13787.54,1,Champions
12682.0,4,525,12288.22,1,Champions
12683.0,4,344,8476.57,1,Champions
12684.0,8,105,2283.63,1,Champions
12685.0,28,157,2863.08,1,Champions
12686.0,372,7,89.14,2,Hibernating
12688.0,114,171,4873.8099999999995,3,Loyal Customers
12689.0,26,72,1247.61,3,Loyal Customers
12690.0,206,16,389.01,2,Hibernating
12691.0,28,32,1035.8,0,New/Recent Customers
12693.0,127,39,855.91,3,Loyal Customers
12694.0,70,37,869.67,3,Loyal Customers
12695.0,7,27,582.1,0,New/Recent Customers
12697.0,29,41,957.59,0,New/Recent Customers
12700.0,8,268,4939.99,1,Champions
12701.0,80,53,797.71,3,Loyal Customers
12702.0,20,12,219.0,0,New/Recent Customers
12703.0,71,21,283.55,2,Hibernating
12704.0,7,88,2340.84,1,Champions
12705.0,15,334,6868.29,1,Champions
12707.0,292,33,603.42,2,Hibernating
12708.0,30,157,2712.91,1,Champions
12709.0,15,208,9736.52,1,Champions
12710.0,97,77,1149.02,3,Loyal Customers
12712.0,29,133,4396.13,1,Champions
12713.0,1,38,848.55,0,New/Recent Customers
12714.0,9,259,4708.86,1,Champions
12715.0,106,21,353.86,2,Hibernating
12716.0,4,69,1053.49,0,New/Recent Customers
12717.0,151,55,1030.98,3,Loyal Customers
12718.0,71,19,238.25,2,Hibernating
12719.0,5,39,644.95,0,New/Recent Customers
12720.0,3,354,5781.73,1,Champions
12721.0,32,161,2656.13,1,Champions
12722.0,85,53,997.63,3,Loyal Customers
12723.0,4,69,725.07,0,New/Recent Customers
12724.0,5,53,1031.41,0,New/Recent Customers
12725.0,371,24,427.8,2,Hibernating
12726.0,28,124,2609.1,1,Champions
12727.0,11,139,3980.7,1,Champions
12728.0,71,46,836.33,3,Loyal Customers
12729.0,114,26,453.01,2,Hibernating
12731.0,24,274,18895.91,1,Champions
12732.0,180,12,236.26000000000002,2,Hibernating
12733.0,234,22,383.95,2,Hibernating
12734.0,353,4,110.39999999999999,2,Hibernating
12735.0,315,43,779.5699999999999,3,Loyal Customers
12736.0,333,4,234.0,2,Hibernating
12738.0,372,11,155.35,2,Hibernating
12739.0,78,38,1013.04,3,Loyal Customers
12740.0,64,27,427.6,2,Hibernating
12743.0,134,134,546.43,3,Loyal Customers
12744.0,52,222,21279.29,1,Champions
12747.0,2,103,4196.01,1,Champions
12748.0,1,4596,33719.73,1,Champions
12749.0,4,199,4090.88,1,Champions
12750.0,129,15,275.88,2,Hibernating
12752.0,81,53,4366.78,3,Loyal Customers
12753.0,23,197,21429.39,1,Champions
12754.0,236,63,3010.74,3,Loyal Customers
12755.0,281,4,3811.95,2,Hibernating
12756.0,87,4,112.07999999999998,2,Hibernating
12757.0,16,371,7857.1,1,Champions
12758.0,117,97,2791.59,3,Loyal Customers
12759.0,52,95,1531.44,3,Loyal Customers
12762.0,8,69,1898.52,1,Champions
12763.0,138,18,494.08,2,Hibernating
12764.0,317,45,1693.88,3,Loyal Customers
12766.0,4,310,6989.63,1,Champions
12769.0,239,32,1143.6,3,Loyal Customers
12770.0,211,12,1351.45,2,Hibernating
12772.0,60,55,892.47,3,Loyal Customers
12775.0,17,66,1386.04,0,New/Recent Customers
12778.0,20,50,822.23,0,New/Recent Customers
12779.0,38,149,3981.36,1,Champions
12781.0,64,25,826.74,3,Loyal Customers
12782.0,5,103,2330.92,1,Champions
12783.0,2,84,2225.91,1,Champions
12784.0,9,59,574.42,0,New/Recent Customers
12785.0,364,14,311.95,2,Hibernating
12787.0,10,20,463.66,0,New/Recent Customers
12789.0,65,4,91.85,2,Hibernating
12790.0,192,21,324.92,2,Hibernating
12791.0,374,2,192.60000000000002,2,Hibernating
12792.0,257,25,400.53999999999996,2,Hibernating
12793.0,335,24,545.48,2,Hibernating
12794.0,53,45,860.41,3,Loyal Customers
12795.0,19,14,430.48,0,New/Recent Customers
12797.0,366,13,254.03,2,Hibernating
12798.0,10,8,6977.04,0,New/Recent Customers
12802.0,187,25,427.58,2,Hibernating
12808.0,37,28,483.65000000000003,0,New/Recent Customers
12809.0,178,25,489.31,2,Hibernating
12811.0,261,31,514.85,2,Hibernating
12812.0,45,15,229.64000000000001,2,Hibernating
12814.0,102,2,125.92,2,Hibernating
12815.0,148,47,1063.46,3,Loyal Customers
12816.0,96,29,572.2,3,Loyal Customers
12817.0,281,4,166.04,2,Hibernating
12818.0,262,14,1542.08,3,Loyal Customers
12820.0,3,59,942.34,0,New/Recent Customers
12821.0,214,6,92.72,2,Hibernating
12822.0,71,46,948.88,3,Loyal Customers
12823.0,75,5,1759.5,2,Hibernating
12824.0,60,25,397.12,2,Hibernating
12826.0,3,91,1474.72,1,Champions
12827.0,6,25,430.15000000000003,0,New/Recent Customers
12828.0,3,56,1018.71,0,New/Recent Customers
12829.0,337,11,293.0,2,Hibernating
12830.0,38,38,6814.64,3,Loyal Customers
12831.0,262,9,215.05,2,Hibernating
12832.0,32,27,383.03,0,New/Recent Customers
12833.0,145,24,417.38,2,Hibernating
12834.0,283,18,312.38,2,Hibernating
12836.0,59,175,2612.86,3,Loyal Customers
12837.0,173,12,134.1,2,Hibernating
12838.0,34,123,683.13,3,Loyal Customers
12839.0,3,314,5591.42,1,Champions
12840.0,144,113,2726.77,3,Loyal Customers
12841.0,5,420,4022.35,1,Champions
12842.0,70,34,1118.99,3,Loyal Customers
12843.0,66,103,1702.26,3,Loyal Customers
12844.0,29,52,325.96000000000004,0,New/Recent Customers
12845.0,267,27,354.09,2,Hibernating
12847.0,22,91,871.54,3,Loyal Customers
12849.0,31,51,1050.8899999999999,3,Loyal Customers
12851.0,97,50,135.18,2,Hibernating
12852.0,295,17,311.55,2,Hibernating
12853.0,135,78,1957.1000000000001,3,Loyal Customers
12854.0,79,110,1324.5,3,Loyal Customers
12855.0,373,3,38.1,2,Hibernating
12856.0,8,314,2179.93,1,Champions
12857.0,211,46,1106.4,3,Loyal Customers
12863.0,52,5,521.2,2,Hibernating
12864.0,138,3,147.12,2,Hibernating
12865.0,26,95,1568.23,3,Loyal Customers
12866.0,283,26,559.12,2,Hibernating
12867.0,26,538,4036.82,1,Champions
12868.0,186,107,1607.0600000000002,3,Loyal Customers
12871.0,84,11,380.64,2,Hibernating
12872.0,327,66,599.97,3,Loyal Customers
12873.0,282,4,374.0,2,Hibernating
12875.0,143,2,343.2300000000001,2,Hibernating
12876.0,58,85,2218.02,3,Loyal Customers
12877.0,4,154,1535.77,1,Champions
12878.0,236,47,854.99,3,Loyal Customers
12879.0,45,10,573.22,2,Hibernating
12881.0,276,7,298.0,2,Hibernating
12882.0,9,13,1463.04,0,New/Recent Customers
12883.0,25,42,703.47,0,New/Recent Customers
12884.0,88,7,309.05,2,Hibernating
12885.0,63,71,1175.22,3,Loyal Customers
12886.0,68,82,1378.4,3,Loyal Customers
12888.0,214,5,354.12,2,Hibernating
12890.0,24,82,380.46999999999997,0,New/Recent Customers
12891.0,186,3,331.0,2,Hibernating
12893.0,31,34,188.14,0,New/Recent Customers
12895.0,42,22,372.8,0,New/Recent Customers
12897.0,205,4,216.5,2,Hibernating
12901.0,9,116,17654.54,1,Champions
12902.0,265,10,138.68,2,Hibernating
12904.0,18,72,509.58,0,New/Recent Customers
12906.0,12,63,2919.81,1,Champions
12908.0,176,2,750.0,2,Hibernating
12909.0,40,91,2178.67,3,Loyal Customers
12910.0,23,75,3075.04,1,Champions
12912.0,3,24,1662.3,0,New/Recent Customers
12913.0,5,50,2483.63,1,Champions
12915.0,149,22,363.65,2,Hibernating
12916.0,139,107,3006.15,3,Loyal Customers
12917.0,128,2,594.0,2,Hibernating
12919.0,8,50,1335.19,0,New/Recent Customers
12920.0,17,28,164.23,0,New/Recent Customers
12921.0,9,720,16587.09,1,Champions
12922.0,161,28,405.38,2,Hibernating
12923.0,64,29,176.97,2,Hibernating
12924.0,88,30,933.7,3,Loyal Customers
12925.0,5,45,694.05,0,New/Recent Customers
12928.0,35,84,2062.7000000000003,3,Loyal Customers
12929.0,312,8,117.85,2,Hibernating
12930.0,78,25,415.8,2,Hibernating
12931.0,22,82,42055.96,1,Champions
12933.0,24,106,607.53,3,Loyal Customers
12935.0,2,129,2160.7,1,Champions
12936.0,17,62,1063.9,0,New/Recent Customers
12937.0,15,120,1504.27,1,Champions
12938.0,26,9,114.14,2,Hibernating
12939.0,64,47,11581.8,3,Loyal Customers
12940.0,55,99,913.54,3,Loyal Customers
12942.0,131,75,683.9,3,Loyal Customers
12944.0,36,30,604.51,0,New/Recent Customers
12945.0,288,23,462.95,2,Hibernating
12947.0,144,97,1603.99,3,Loyal Customers
12948.0,16,116,2064.95,1,Champions
12949.0,31,215,4167.22,1,Champions
12950.0,2,23,1843.0,0,New/Recent Customers
12951.0,9,63,1064.07,0,New/Recent Customers
12952.0,6,79,1387.79,1,Champions
12953.0,10,17,329.85,0,New/Recent Customers
12955.0,1,180,4757.16,1,Champions
12956.0,306,19,108.07,2,Hibernating
12957.0,10,238,4017.54,1,Champions
12962.0,7,16,266.39,0,New/Recent Customers
12963.0,8,95,1856.63,1,Champions
12965.0,89,109,771.91,3,Loyal Customers
12966.0,10,10,160.18,0,New/Recent Customers
12967.0,358,19,1660.9,3,Loyal Customers
12968.0,112,5,135.95,2,Hibernating
12970.0,7,151,452.24,0,New/Recent Customers
12971.0,4,305,11189.91,1,Champions
12974.0,198,8,144.8,2,Hibernating
12976.0,212,22,738.6,2,Hibernating
12977.0,156,9,39.239999999999995,2,Hibernating
12980.0,158,20,7374.900000000001,3,Loyal Customers
12981.0,30,20,372.21999999999997,0,New/Recent Customers
12982.0,243,28,390.54,2,Hibernating
12984.0,19,4,97.5,2,Hibernating
12985.0,1,76,1239.38,1,Champions
12987.0,74,28,558.7,3,Loyal Customers
12988.0,292,92,535.32,3,Loyal Customers
12989.0,3,64,6924.110000000001,1,Champions
12990.0,31,13,409.5,0,New/Recent Customers
12991.0,23,31,503.76,0,New/Recent Customers
12993.0,23,27,414.76,0,New/Recent Customers
12994.0,4,61,974.4200000000001,0,New/Recent Customers
12995.0,85,3,211.32,2,Hibernating
12997.0,22,59,1226.89,3,Loyal Customers
12999.0,196,28,455.88,2,Hibernating
13000.0,107,31,534.85,3,Loyal Customers
13001.0,4,339,9818.82,1,Champions
13002.0,318,7,120.94999999999999,2,Hibernating
13003.0,106,6,149.05,2,Hibernating
13004.0,12,404,5655.91,1,Champions
13005.0,174,26,513.7,2,Hibernating
13006.0,56,4,81.57,2,Hibernating
13008.0,323,14,229.46999999999997,2,Hibernating
13011.0,372,3,50.550000000000004,2,Hibernating
13012.0,9,89,1661.8400000000001,1,Champions
13013.0,1,219,4810.9400000000005,1,Champions
13014.0,11,110,3466.2799999999997,1,Champions
13015.0,53,176,3346.28,3,Loyal Customers
13016.0,73,47,789.89,3,Loyal Customers
13017.0,7,1,204.0,0,New/Recent Customers
13018.0,16,458,7277.7,1,Champions
13021.0,4,131,2616.38,1,Champions
13023.0,64,40,689.9,3,Loyal Customers
13026.0,1,40,975.36,0,New/Recent Customers
13027.0,114,26,6912.0,3,Loyal Customers
13028.0,23,45,661.3199999999999,0,New/Recent Customers
13029.0,31,10,1247.5,0,New/Recent Customers
13030.0,11,99,799.48,0,New/Recent Customers
13032.0,52,71,1010.18,3,Loyal Customers
13033.0,357,11,190.55,2,Hibernating
13034.0,55,37,642.77,3,Loyal Customers
13035.0,74,27,921.88,3,Loyal Customers
13037.0,138,48,881.07,3,Loyal Customers
13038.0,80,28,908.46,3,Loyal Customers
13040.0,9,43,676.99,0,New/Recent Customers
13043.0,273,13,516.42,2,Hibernating
13044.0,291,33,560.47,2,Hibernating
13045.0,99,18,305.28000000000003,2,Hibernating
13046.0,31,35,629.31,0,New/Recent Customers
13047.0,32,172,3237.54,1,Champions
13048.0,14,136,1835.91,1,Champions
13049.0,64,14,656.6800000000001,2,Hibernating
13050.0,15,403,5836.86,1,Champions
13052.0,212,18,348.15000000000003,2,Hibernating
13055.0,78,76,1214.41,3,Loyal Customers
13058.0,25,8,271.40000000000003,0,New/Recent Customers
13059.0,250,8,183.4,2,Hibernating
13060.0,254,15,307.53,2,Hibernating
13061.0,72,10,248.61,2,Hibernating
13062.0,191,11,346.98,2,Hibernating
13064.0,13,69,1119.49,0,New/Recent Customers
13065.0,373,14,205.86,2,Hibernating
13066.0,24,48,470.8,0,New/Recent Customers
13067.0,82,15,115.46000000000001,2,Hibernating
13068.0,10,2,344.0,0,New/Recent Customers
13069.0,1,425,4436.12,1,Champions
13070.0,192,9,228.8,2,Hibernating
13072.0,267,7,177.15,2,Hibernating
13075.0,130,22,919.61,3,Loyal Customers
13077.0,1,112,729.27,1,Champions
13078.0,3,358,12627.94,1,Champions
13079.0,4,6,220.10000000000002,0,New/Recent Customers
13080.0,179,6,58.08,2,Hibernating
13081.0,12,1028,28337.38,1,Champions
13082.0,126,73,3613.63,3,Loyal Customers
13083.0,4,18,303.75,0,New/Recent Customers
13085.0,158,22,416.08000000000004,2,Hibernating
13089.0,3,1818,58825.83,1,Champions
13090.0,9,155,8910.82,1,Champions
13091.0,28,21,345.82,0,New/Recent Customers
13092.0,71,25,477.83,2,Hibernating
13093.0,276,159,7832.47,3,Loyal Customers
13094.0,21,24,1927.3200000000002,0,New/Recent Customers
13095.0,71,6,74.39999999999999,2,Hibernating
13097.0,33,423,6010.42,1,Champions
13098.0,1,572,28882.44,1,Champions
13099.0,99,1,207.35999999999999,2,Hibernating
13101.0,234,8,101.19,2,Hibernating
13102.0,1,304,6424.09,1,Champions
13103.0,40,8,243.94,2,Hibernating
13104.0,3,20,1098.48,0,New/Recent Customers
13106.0,133,1,76.5,2,Hibernating
13107.0,44,58,1531.6200000000001,3,Loyal Customers
13108.0,373,10,350.06,2,Hibernating
13109.0,60,47,786.54,3,Loyal Customers
13110.0,31,145,1488.67,3,Loyal Customers
13113.0,1,201,12245.960000000001,1,Champions
13115.0,12,120,2294.78,1,Champions
13116.0,138,30,501.14,2,Hibernating
13117.0,22,76,984.91,3,Loyal Customers
13118.0,20,79,1197.81,3,Loyal Customers
13120.0,239,1,30.599999999999998,2,Hibernating
13121.0,269,50,283.73,2,Hibernating
13122.0,94,55,922.39,3,Loyal Customers
13124.0,90,235,3866.33,3,Loyal Customers
13126.0,5,140,2099.64,1,Champions
13127.0,78,15,259.17,2,Hibernating
13130.0,94,2,64.0,2,Hibernating
13131.0,23,44,1073.3,0,New/Recent Customers
13132.0,262,3,77.3,2,Hibernating
13133.0,274,7,109.8,2,Hibernating
13134.0,86,98,1793.58,3,Loyal Customers
13135.0,197,1,3096.0,2,Hibernating
13136.0,56,127,2607.61,3,Loyal Customers
13137.0,11,704,3650.41,1,Champions
13138.0,22,63,962.39,0,New/Recent Customers
13139.0,16,170,5064.94,1,Champions
13140.0,108,46,423.72,3,Loyal Customers
13141.0,85,135,2388.75,3,Loyal Customers
13142.0,19,23,307.09,0,New/Recent Customers
13144.0,333,3,110.95,2,Hibernating
13145.0,40,6,618.52,2,Hibernating
13146.0,26,17,228.91,0,New/Recent Customers
13147.0,10,4,712.8000000000001,0,New/Recent Customers
13148.0,29,319,3707.12,1,Champions
13149.0,14,86,1676.06,1,Champions
13151.0,296,74,1257.8700000000001,3,Loyal Customers
13153.0,6,15,486.22,0,New/Recent Customers
13155.0,33,85,971.76,3,Loyal Customers
13157.0,49,87,1741.22,3,Loyal Customers
